nombre;nif;email;telefono;direccion;provincia
DUMITRU BULIGA;;;000000000;LUIS PIERNAS 38, 02615;MADRID, ESPAÑA
DUQUE SOLER, S.L.;;;000432322;MALAGON, 3, 00298;PUERTOLLANO, ESPAÑA
DURAN BODAS, S.L.;;;000000000;Pº ALBERTO PALACIOS, 8 1, 00728;MADRID, ESPAÑA
DURPISO, S.L.;;;005458418;SALAZAR ALONSO, 6, 01527;ELCHE, ESPAÑA
DYSCASA;;;925806285;DOCTOR FLEMING, S/Nº, 01372;TALAVERA DE LA REINA, ESPAÑA
E. TORRENTS S.A.;;etorrents@etorrents.es;008459034;CTRA. DE MASNOU, S/N, 02879;VILANOVA DEL VALLES, ESPAÑA
EB 95 CONSTRUCTION;;;000000000;NJESIA BASHKIAKE NR. 4, 02964;KÄMEZ, ALBANIA
EBOLI 34, S.L.;;;609691123;DE LA RAZA, 00965;MADRID, ESPAÑA
ECAES INMUEBLES, S.L.;;ecaesinmuebles@gmail.com;000253671;DOCTOR SANCHEZ VILLARES, 22, 5º  D, 02210;VALLADOLID, ESPAÑA
ECISA COMPAÑIA GRAL DE CTNES, S.A.;;monica_julian@ecisa.es;000262522;COSTA BLANCA, 01667;PLAYA DE SAN JUAN, ESPAÑA
ECONIVEL, S.A.;;;915989920;AVDA. FEDERICO RUBIO Y GALI, 11, 00656;MADRID, ESPAÑA
ECSA OBRA PUBLICA Y CIVIL, S.L;;;002871241;CORRETGERS, 8, 03081;XERESA, ESPAÑA
EDIALCA, S.L.;;edialca@edialca.com;005621948;SANTA ANA, 1  LOCAL 3, 01224;ALCALA DE GUADAIRA, ESPAÑA
EDIFESA OBRAS Y PROYECTOS, S.A.;;;003655600;SAGUNTO, 182 BAJO, 02528;VALENCIA, ESPAÑA
EDIFICA OBRAS Y REFORMAS, S.L.;;construccionesyreformasvv@gmail.com;000000000;POETA SANSANO, 74 G, 03074;ALICANTE, ESPAÑA
EDIFICACIONES MILL MARIN, S.L.;;mayte@millmarin.es;000000000;TRAVESIA DE FELIX SANZ, 5, 2º, 02070;SAN AGUSTIN DE GUADALIX, ESPAÑA
EDIFICACIONES Y CONSTRUCCIONES VERDOY, S.L.;;;003410155;DOCTOR VILA BARBERÁ, 5, 03036;VALENCIA, ESPAÑA
EDIFISER, S.A.;;;918844764;CALLE DE LA FRAGUA, 18, 00492;AJALVIR, ESPAÑA
EDIFITECH, S.L.;;j.tercero@edifitech.es;902112198;ALMIRANTE CADARSO, 15, ESC. IZQ. 3ª PTA., 02468;VALENCIA, ESPAÑA
EDIMOVISA CONSTRUCTORA, S.L.;;;000768108;GRAN CAPITAN 47, LOCAL 7, 02429;CORDOBA, ESPAÑA
EDIRSA PROYECTOS Y CONSTRUCCION, S.L.;;;000000000;MARQUES DE MUDELA, 10, 02878;ALCAZAR DE SAN JUAN, ESPAÑA
EDISAN CONSTRUCCIONES, S.A.;;;954541862;VIA DE SRVICIO NACIONAL VI- KM 26, 00768;LAS MATAS- LAS ROZAS, ESPAÑA
EDITEC OBRAS Y PROYECTOS, S.L.;;susanasanchez@editec.com;006658700;PLASENCIA, 49**P.I. LAS NIEVES, 01682;MOSTOLES, ESPAÑA
EDUARDO CUBAS NARANJO;;cebollascuna@yahoo.es;008161045;DEL MEDIODIA, 01115;TORREJON DE VELASCO, ESPAÑA
EDUARDO HENARES GUTIERREZ;;;651834096;MONTEVIDEO, 1, 00866;MOSTOLES, ESPAÑA
EDUARDO LOZANO GARCIA;;;969296079;AV. JOSE ANTONIO, 22, 00402;SAN LORENZO DE LA PARILLA, ESPAÑA
EDUARDO MARTIN MARTIN;;;608502482;BARCELONA, 3, 00681;BECERRIL DE LA SIERRA, ESPAÑA
EDUARDO Y JOSE,S.L.;;eduardoyjose@telefonica.net;008537867;BARCELONA, 3, 00995;BECERRIL DE LA SIERRA, ESPAÑA
EDYPRONET MADRID, S.L.;;;000000000;QUIMICAS, 55, 03003;ALCORCON, ESPAÑA
EFRAIN MARQUEZ MARTINEZ;;;000000000;RODEO, 28, 01851;MORA, ESPAÑA
EIFFAGE INFRAESTRUCTURAS, S.A.;;;004610400;IND. CARRETERA DE LAS ISLAS, PARC, E-L3, 02588;DOS HERMANAS, ESPAÑA
EINVEG, S.A.;;;91-6306113;ROSA DE LIMA, 1 - EDIFICIO ALBA, 00647;LAS MATAS, ESPAÑA
EL CHIQUITO MATERIALES DE CONSTRUCCION, S.L.;;nave@elchiquito.net;000000000;ANTONIO PASCUAL, 28, 02734;CARTAGENA, ESPAÑA
EL CORTIJO DE YELES, S.L.;;;925545011;LOS CISNEROS, 91, 01317;YELES, ESPAÑA
EL ROBLEO CONST. Y REFORMAS, S.L.;;culiviche@gmail.com;000000000;LORETO Y CHICOTE, 9, Bº PUERTA 1, 02100;MADRID, ESPAÑA
EL RUMANITO, S.L.;;;619865368;JERUSALEN, 12  3º, 00881;PARLA, ESPAÑA
EL SEÑOR MAT. DE CCION., S.L.;;;000410348;JUAN MIRO, 6, 00052;ELCHE DE LA SIERRA, ESPAÑA
EL VALLE DE ABARAN, S.L.;;;968771174;SAN COSME, 8, 01128;ABARAN, ESPAÑA
EL VENTORRO E HIJOS, S.L.;;;000544439;METAL, 8, POL. IND. EL PRADILLO, 02684;CARRANQUE, ESPAÑA
ELEGANCE DECORACIONES, S.L.;;fcoelegance@hotmail.com;000836454;JAMAICA, 5 -POL. IND. LA SERRETA, 02953;MOLINA DE SEGURA, ESPAÑA
ELFO 47, S.L.;;;91-5612059;AVDA. DOCTOR ARCE, 35, 00756;MADRID, ESPAÑA
ELOLA DOS, S.L.;;ventas@elolados.com;006682018;ISAAC PERAL, 3, 02930;MEJORADA DEL CAMPO, ESPAÑA
ELOLA, S.L.;;francis@elola.es;000000000;DICIEMBRE, 1, 02371;MADRID, ESPAÑA
ELOY PEREZ, S.L.;;;000477182;CTRA. CASAS DE VES, KM. 1, 00013;ALBOREA, ESPAÑA
ELPE-94, S.L.;;;916095723;LA FUENTE, 24, 00762;ARROYOMOLINOS, ESPAÑA
EMILIANO FERNANDEZ, S.A.;;;000812570;RODRIGO DE DUEÑAS, 2, 01752;MEDINA DEL CAMPO, ESPAÑA
EMILIANO RICO RIVAS, S.L.;;;91-8537397;EL POLIGONO, 1 Y 3, 00733;BECERRIL DE LA SIERRA, ESPAÑA
EMILIO JOSE ELVIRA GARCIA;;;;LOS TALLERES, 7, 01087;ALPEDRETE, ESPAÑA
EMILIO MILLAN MARTIN;;;917971741;AVDA. REAL DE PINTO, 13 1-A, 00533;MADRID, ESPAÑA
EMP. CONST. GUADALHORCE MANAGEMENT, S.L.;;farqueros@gmec.es;005772385;O´DONELL, 4. OFIC. 2, 01935;MADRID, ESPAÑA
EMPRESA COMERCIAL ALBERT, S.A.;;;926-322345;BATANEROS, 18, 00306;VALDEPEÑA, ESPAÑA
EMPRESA CONSTRUCTORA EJUCA, S.A.;;ejuca@ejuca.com;6346176/04;GRAN VIA, 48  **2º B, 01953;MAJADAHONDA, ESPAÑA
EMPRESA DE TRANSFORM. AGRARIA, S.A.(TRAGSA);;;000289500;MALDONADO, 01748;MADRID, ESPAÑA
EMPRESARIAL ARQUITECNICA;;;000000000;DINAMARCA Nº 4, 02784;TOLEDO, ESPAÑA
ENLACE DE CONSTRUCCION Y ARQUITECTURA S.L.;;Rdondarza@coneca.es;007370599;PLASENCIA, Nº 49 POL. LAS NIEVES, 02770;MOSTOLES, ESPAÑA
ENRIQUE ORTIZ E HIJOS CONTRATISTA DE OBRAS, S.A.;;;005162048;ALFONSO EL SABIO, 36, ENTRESUELO, 01827;ALICANTE, ESPAÑA
ENRIQUE RUIZ VELASCO;;;000000000;PLAZA ALDEHUELA, 9, 02276;FUENLABRADA, ESPAÑA
ENTIDAD URB. EL BOSQUE, C.B.;;;000000000;BIDASOA, S/N, 00831;URB. EL BOSQUE, ESPAÑA
ERAIKI OBRAS, S.L.;;eraikiobras@solduero.com;004261511;CERVANTES, 43 - PAB. 34, 01846;BASAURI, ESPAÑA
ERAIKUNTZA BIRGAIKUNTZA ARTAPENA, S.L.;;;000000000;OCEANO PACIFICO, 23-25, 03011;VITORIA-GASTEIZ, ESPAÑA
ERNESTO JOSE FERRE SEMPERE;;ernestoiferre@hotmail.com;000000000;RAMON Y CAJAL, 10, 02863;BANYERES DE MARIOLA, ESPAÑA
ERNESTO RODRIGUEZ MARTIN;;;925860118;MALPICA, 14, 01277;LA PUEBLANUEVA, ESPAÑA
ESBAM, L.D.A.;;;000000000;ESTRADA NACIONAL, 18 SITO DO VALE, 01493;FUNDAO, ESPAÑA
ESCALA MATERIALS PER LA CONSTRUCCIO, S.L.;;;006390984;DEL SOL, 10 - 12 (NAVES), 01613;BEGUES, ESPAÑA
ESCAYOLAS DEL SEGURA, S.L.;;;968781189;CTRA. DE HELLIN, KM. 1, 01139;JUMILLA, ESPAÑA
ESCAYOLAS HORMIGO, S.L.;;alberto@hormigo.es;006048793;POZUELO, 14, 02008;FUENLABRADA, ESPAÑA
ESCOBUILDING REAL STATE, S.L.;;;000000000;URUGAY, 10, 03052;MADRID, ESPAÑA
ESCOBUILT, S.L.;;;91-8907505;EL REY, 16, 00783;SAN LORENZO DE EL ESCORIAL, ESPAÑA
ESCON 98, S.A.;;;005523003;MANUEL ARRANZ, 16, LOCAL BAJO, 02353;MADRID, ESPAÑA
ESCUDERO PARRO, S.L.;;;008179376;REAL, 01457;ALMOROX, ESPAÑA
ESFERA PROYECTOS CONSTRUCTIVOS, S.L.;;;003518711;PLAYA DE LAS AMERICAS, 2**PLANTA 2, 01016;LAS ROZAS, ESPAÑA
ESPACIO DE GESTIÓN INTEGRAL A2, S.L.;;;000000000;MUNTANER,, PRINCIPAL  1ª, 02891;BARCELONA, ESPAÑA
ESPACIO NOVECENTO, S.L.;;emilio@espacionovecento.com;000000000;FUENCARRAL, 44 EDIF. 3, LOCAL 36, 01984;ALCOBENDAS, ESPAÑA
ESPACIOS URBANOS DEL GRAU, S.L.;;;003630002;PIZARRO, 6, BAJO, 03000;VALENCIA, ESPAÑA
ESPACIOS Y PROYECTOS CASTELLÓN, S.L.U.;;;000000000;BARCELONA, 30 ENTRESUELO, 02916;CASTELLON, ESPAÑA
ESPAIS GRUP RIPOLL, S.L.U.;;espais@espaiscuinesybanys.com;000715137;SANTIAGO RUSSINYOL PRATS, 12, 02358;RIPOLL, ESPAÑA
EST. Y CONTRATAS EN TRABAJOS INDUSTRIALES,;;jmunoz@ecotisa.es;000269552;CARAVIS PLANTA 2ª OFIC. 12. PLAT. LOGIST., 02487;ZARAGOZA, ESPAÑA
ESTEBAN OCHAITA, S.L.;;;914597389;TOPETE, 41, 00919;MADRID, ESPAÑA
ESTRATEGIAS BIGMAT, S.L.U.;;;000000000;PIRINEOS, 7, PLANTA 1, 02984;SAN SEBASTIAN DE LOS REYES, ESPAÑA
ESTRO INVERSIONES Y CONST. INMOBILIARIAS, S.A.;;joseantonio.arranz@sacresa.com;000000000;DIAGONAL, 567, 6ª PLANTA, 02999;BARCELONA, ESPAÑA
ESTRUCTURAS ALGESA, S.L.L.;;;000897255;PASEO DEL CORDON, 64, 01922;VILLARRUBIA DE LOS OJOS, ESPAÑA
ESTRUCTURAS ARES, S.L.;;;000000000;SAN MARCOS, 7, LOCAL 7A, 02274;BADALONA, ESPAÑA
ESTRUCTURAS AVICASA, S.A.;;recomichel@ono.com;000000000;JULIAN DE ARRESE, 6, BAJO, 02142;VITORIA- GASTEIZ, ESPAÑA
ESTRUCTURAS BALIN BORDEL, S.L.;;;000000000;ARENAL, 28, 02743;SANTOVENIA DE PISUERGA, ESPAÑA
ESTRUCTURAS ILLESCAS, S.L.;;;000532085;UGENA, 3, 01558;ILLESCAS, ESPAÑA
ESTRUCTURAS Y CONSTRUCCIONES J.L. ALEJOS S.L.;;;000830813;LA POSADA, 3 - 1º I, 02781;ALCAÑIZ, ESPAÑA
ESTRUCTURAS Y PAVIMENTOS, S.A.;;;000248484;TORRE DEL BURGO, 00432;HUMANES, ESPAÑA
ESTUDIOS OBRAS Y SUMINISTROS, S.L.;;administracion@eosmaterialesdeconstruccion.com;008161168;LOS CASTAÑOS, 8. P.I. LA FRONTERA, 03068;TORREJON DE VELASCO, ESPAÑA
ETAP VALMAYOR UTE;;luis.oter.jodra@acciona.es;008425714;EUROPA, 18, 01768;ALCOBENDAS, ESPAÑA
ETOSA OBRAS Y SERVICIOS, S.A. (NULO);;carmenps@etosa.com;000858059;ALTO ATALAYAS, 244, 02083;CABEZO DE TORRES, ESPAÑA
ETOSA, OBRAS Y SERVICIOS BUILDING, S.L.U.;;;000858059;P.I. EL SALADAR, C/. NARANJO,PLAS. 30-33, 02282;TOTANA, ESPAÑA
ETXAJAUN XXI, S.L.;;tecnico@etxajaun21.com;000000000;TXIMISO, 1-A, 02829;AMETZAGA DE ZUIA, ESPAÑA
ETXEGINTZAKO MATERIALAK APAIN, S.L.;;;000880077;MALLUTZ, 6, 02062;ORDIZIA, ESPAÑA
EULALIA FERRER, S.L.;;;91-4761458;FERROVIARIOS, 42, 00769;MADRID, ESPAÑA
EURL HM CONSTRUCTION.;;;000000000;R.W N 233 LOT377 SECTION 01, 02283;OULED FAYET ALGER ALGERIE., ARGELIA
EURO REFORMAS DELFIN, S.L.;;;91-8129440;FUENTE ROQUE, 44, 00792;SEVILLA LA NUEVA, ESPAÑA
EUROAZULEJOS Y SANEAMIENTOS, S.L.;;;926-647680;COMERCIO, 17, 00320;MANZANARES, ESPAÑA
EUROBLOCKS, S.A.;;;008936161;CTRA. COMARCAL 4010, KM. 18,500, 02241;SESEÑA, ESPAÑA
EUROCONSERRANO, S.L.;;;617361311;NOGAL,8, POLG. IND. HUERTECILLAS, 00938;CIEMPOZUELOS, ESPAÑA
EUROCONSTRUC, S.A.;;;004155034;ALFONSO XII, 18, ENTRESUELO 4A, 03093;BARCELONA, ESPAÑA
EUROLAME DE TRANSPORTES, S.L.;;;967-155219;LOS HUERTOS, 18, 00378;LAS MESAS, ESPAÑA
EUROMAT EXPORT, S.L.;;infi@euromatexport.com;000250824;"IND. ""EL PLA"" C/ALT EMPORDA, 2, 01680";CASTELLO D,EMPURIES, ESPAÑA
EUROPA DE CTNES., S.L.;;eurymar@gmail.com;006371370;CTRA.C-505 LAS ROZAS-ESCORIAL KM.3,650, 00478;LAS ROZAS, ESPAÑA
EUROSLA, S.L.;;;91-8158420;DEL PARQUE, 9, 00555;BRUNETE, ESPAÑA
EURYMAR, S.L.;;;91-6371370;CTRA.C-505 LAS ROZAS-ESCORIAL KM.3,650, 00645;LAS ROZAS, ESPAÑA
EUSEBIO TEJADA PALACIOS;;ftejadaprieto@gmail.com;000000000;ALPECHIN, 4, 02215;ESTEPA, ESPAÑA
EVA MARIA MARTIN ORTEGA, S.L.;;cubasmartin@hotmail.com;005953040;NUCLEO Mª AUXILIADORA, PUERTA 3 - 2º D, 01932;ALCALA DE GUADAIRA, ESPAÑA
EVOLUTION CHR COMPANY, S.L.;;;000000000;ARCO ISILLA, 5, 2º OFICINA 5, 02289;ARANDA DE DUERO, ESPAÑA
EX. DE CNES. FORTEZA MARINA, S.L.;;;91-8168086;PROCESIONES, 6, 00715;QUIJORNA, ESPAÑA
EXBASA OBRAS Y SERVICIOS, S.L.;;;006361821;SANTIAGO DE COMPOSTELA, 12  1ªPLANTA, 01995;BILBAO, ESPAÑA
EXC.Y DERRIBOS NAVALCARNERO, C.B.;;;918110248;CUESTA DEL AGUILA, 3, 00861;NAVALCARNERO, ESPAÑA
EXCAVACIONES ILLESCAS, S.A.L.;;;000000000;BEATRIZ DE SILVA, 02811;ILLESCAS, ESPAÑA
EXCAVACIONES JUCADIEVA, S.L.;;;000000000;ARISGOTAS 19, 01415;ORGAZ, ESPAÑA
EXCAVACIONES SERPA, S.L.;;;000000000;SAN ANTONIO, 3, 02654;VILLANUEVA DE PERALES, ESPAÑA
EXCAVACIONES VENEGAS, S.L.;;;916958624;MURCIA, 13 2º, 00683;GETAFE, ESPAÑA
EXCAVACIONS SANS, S.A.;;info@excavacionssans.com;000862998;GENERAL PRIM, 6, 01230;MONTBLANC, ESPAÑA
EXEDRA, S.L.;;exedra@exedranet.com;006326156;TELECOMUNICACIONES, 8 POL. URTINSA II, 02306;ALCORCON, ESPAÑA
EXEDRA-21, S.A.;;;004178550; DE BRASIL, 17 - 6ºE, 00964;MADRID, ESPAÑA
EXP. CERAMICAS FERVI, S.L.U.;;;000815273;CTRA. NACIONAL 430, KM. 231, 01918;TORRALBA CALATRAVA, ESPAÑA
EXP. E INVERSIONES CIVILES MANCHEGAS, S.L.;;;000182657;NUEVA DEL MARQUESADO, 10, 00415;LOS HINOJOSOS, ESPAÑA
EXPLOTACIONES INMOBILIARIAS ZARAGOZANAS, S.L.;;pilar.sanchez@eizasa.com;000405380;CESAR AUGUSTO, 27, 03080;ZARAGOZA, ESPAÑA
EXPO CERAMICA, S.L.;;;927-516372;CTRA. DE CILLEROS, KM. 0.250, 00221;MORALEJA, ESPAÑA
EXPOMAR CERAMICOS MARTINEZ, S.L.;;;000551394;COBEJA-PANTOJA, KM. O,500, 01405;COBEJA, ESPAÑA
EXPOSAN, S.A.;;;917971642;CACERENOS, 33 LOCAL BAJO, 00481;MADRID, ESPAÑA
EXTRACO, S.A.;;david.toca@extraco.es;000236751;CAMINO DE CIMA, 24, 02973;OURENSE, ESPAÑA
FABRICA DE MUEBLES SANCHEZ E HIJOS, S.L.;;;006909692;ABERROE, 40, 02171;FUENLABRADA, ESPAÑA
FACE, S.A.S.;;;043429737;AVDA. MARGINAL DE LA SELVA, 7-150, 02445;YOPAL-CASANARE, COLOMBIA
FADESA INMOBILIARIA, S.A.;;;917922751;AVDA. ALFONSO MOLINA, S/N**EDF. FADESA, 00370;LA CORUÑ, ESPAÑA
FAMILIA RIZO SALMERON, S.L.;;;91-6168422;SIL, 14  URB. EL BOSQUE, 00784;VILLAVICIOSA, ESPAÑA
FATECSA OBRAS, S.A.;;;008285979;JUAN DE ARESPACOHAGA Y FELIPE 12, 02471;MADRID, ESPAÑA
FAUSTINO GARCIA YEBRA E HIJOS, S.L.;;;008898754;PASTRANA (PARAJE GURUGU), 01039;VILLALBILLA, ESPAÑA
FAUSTINO MATEO E HIJOS, S.L.;;;91-6524173;PICATRES, 20, 00570;ALCOBENDAS, ESPAÑA
FAUSTINO RODRIGUEZ SANZ;;;;SESEÑA, 00496;MADRID, ESPAÑA
FAUSTO DEL MORAL, S.L.;;;925500319;DONANTES DE SANGRE, 5, 01265;ALAMEDA DE AL SAGRA, ESPAÑA
FAVAZSUM, S.L.;;favazsum@favazcom.com;005943928;CAMINO DE ALCONCHEL, 39, 01877;MAIRENA DE ALCOR, ESPAÑA
FCC CONSTRUCCION, S.A.;;;956-230210;BALMES, 36, 00795;BARCELONA, ESPAÑA
FCO. GALLARDO GOMEZ;;;918120640;VIRGEN DEL CARMEN, 14, 00691;EL ALAMO, ESPAÑA
FCO. JAVIER DE ANTA DE ISIDRO;;janta@cyb.es;004537126;MUNICH, 425 - URB. CARACIZ, 00430;UCEDA, ESPAÑA
FCO. JAVIER DIAZ BARQUILLA;;;927334110;REAL, S/N, 00249;MADROÑER, ESPAÑA
FCO. JAVIER QUIJANO SANCHEZ;;;000000000;CIUDAD REAL, S/N, 00595;ALCORCON, ESPAÑA
FCO. JEREZ E HIJOS, S.L.;;;000552525;SAN ISIDRO, 29, 01274;PANTOJA, ESPAÑA
FELIPE ALONSO DEL POZO;;;925782025;CTRA. TOLEDO-AVILA, KM. 53, 200, 01238;ESCALONA, ESPAÑA
FELIPE RAMÍREZ DEL CASTILLO;;;004759997;OLVIDO, 1, 01086;MADRID, ESPAÑA
FELIPE Y RAMON, C.B.;;;926850632;ARCIPRESTE JULIO MATA, 32, 00301;CIUDAD REAL, ESPAÑA
FELIX MARTIN-NIETO;;;908913459;JOSE ANTONIO, 15, 01249;HORMIGOS, ESPAÑA
FELIX MURILLO BRONCANO;;;924620159;LUIS CHAMIZO, 13, 00168;PUEBLA DE ALCOCER, ESPAÑA
FEMLLUM, S.L.;;;001268944;PADRE CARLOS FERRIS, 105, 02977;ALBAL, ESPAÑA
FEOPMETAL, S.L.;;;000551164;JEROMITO,, 02088;YUNCLER, ESPAÑA
FERBOCAR CONSTRUCCIONES, S.A.;;;003540280;QUITAPESARES, 01508;VILLAVICIOSA DE ODON, ESPAÑA
FERCAM AUSTRIA GMBH;;kundl@fercam.com;005052310;MÖSLBICHL, 78, 02934;KUNDL, AUSTRIA
FERNANDEZ BARRIO, S.L.;;;008540068;PRADO DE LA  VERA,  S/N, 01057;GUADARRAMA, ESPAÑA
FERNANDO BROTONS SILVAR;;;005665200;CASTALLA KM. 1, 01612;SAN VICENTE DEL RASPEIG, ESPAÑA
FERNANDO CORTES RODRIGUEZ;;;924643086;VENERO, 6, 00123;VALDECABALLEROS, ESPAÑA
FERNANDO ESPERANÇA AGOSTINHO E FILLOS, LDA;;;000000000;, 01770;ALTURA, PORTUGAL
FERNANDO FERRER VILLALBA;;;667 417914;RAMON Y CAJAL, 40, 02710;TABERNES BLANQUES, ESPAÑA
FERNANDO HERNANDEZ GARCIA;;;000000000;SANTO DOMING, 1  1º PUERTA 6, 02801;PUERTO DE LA CRUZ, ESPAÑA
FERNANDO HERRADON, S.L.;;f.herradon@hotmail.com;002243472;FELIX ARRANZ, 41, 01330;MENTRIDA, ESPAÑA
FERNANDO OREJON RUIZ;;;918701549;AVD. DEL EJERCITO, 54, 00725;ARGANDA DEL REY, ESPAÑA
FERNANDO PONCE ROBLES;;;000000000;CIUDAD REAL, 01585;AJOFRIN, ESPAÑA
FERNANDO RODRIGUEZ ALMARZA;;;005054452;GREGORIO ORTIZ, 12 (LOCAL), 02201;MADRID, ESPAÑA
FERNANDO SALMERON, S.L.;;;008910886;GONZALO CHACON 39, 01034;ARANJUEZ, ESPAÑA
FERRECONS DE LA PLATA, S.A.L.;;;000520801;VARA, 24, 00158;VILLAFRANCA DE LOS BARROS, ESPAÑA
FERRER CERVIÁ, S.L.;;ferrer.cervia@gmail.com;000173442;DE FRANCIA, 192, 02913;SARRIA DE TER, ESPAÑA
FERRER ROURA, S.A.;;;000780132;DE GIRONA, 01747;VERGES, ESPAÑA
FERRET CASULLERAS, S.L.;;info@feca.cat;8170353 CARLES;CTRA. DE SANT MARTI, S/N, 01658;VILAFRANCA DEL PENED, ESPAÑA
FERRETERIAS FERSAN, S.L.;;;008845171;ALCALA-TORRELAGUNA, KM, 6, 01015;DAGANZO DE ARRIBA, ESPAÑA
FERRO SPAIN, S.A.;;;000504450;VALENCIA-BARCELONA KM. 61,5, 01815;ALMAZORA, ESPAÑA
FERROGAL ISPANIA, S.L.;;javisjat@hotmail.com;625 161818;LA PLATA, 48  5ºC, 02818;SEGOVIA, ESPAÑA
FERROVIAL CONSTRUCCION, S.A.;;;003008500;RIBERA DEL LOIRA, 42, PARQ. EMPRESARIAL, 01093;MADRID, ESPAÑA
FESUCAM S.XXI, S.L.;;;000000000;OLIVILLA, PARC. 33, 02287;YUNCLER, ESPAÑA
FICODELAMA, S.L.;;;669734090;CTRA. MADRID, 313, 00097;NAVALUENGA, ESPAÑA
FIDEL PINO, S.L.;;;000706013;JARA 11, 01433;ALDEANUEVA DE BARBARROYA, ESPAÑA
FIGUEROA CONSTRUCCIONES, S.L.;;grupofigueroa@grupofigueroa.es;000291777;OXIGENO, 6. POL. SAN CRISTOBAL, 01962;VALLADOLID, ESPAÑA
FINCA COLOMBIA, S.L.;;;914722600;MARQUESA DE ARGUESO, 38, 00805;MADRID, ESPAÑA
FLODI, S.L.;;correo@flodi.es;006963005;EMPLEO, 41, 00592;GETAFE, ESPAÑA
FOMENTO OBRA CIVIL CASTELLON, S.L.;;cmedina@fomentourbano.com;000227160;Mª ROSA MOLAS, 6, 02813;CASTELLON, ESPAÑA
FONDO INTEGRAL DE VIVIENDAS, S.L.;;;000000000;REINA MERCEDES, 19, 00796;MADRID, ESPAÑA
FONTECHA GARRIDO, S.L.;;;000321420;NOLIVA, 01440;LOS YEBENES, ESPAÑA
FORBASER, S.L.;;;000245868;RAMON Y CAJAL, 95, 01916;HUESCA, ESPAÑA
FORGESTAL, S.L.;;forgestal@forgestal;007778707;CAMI RAL, 104 - POL. IND. SUD, 01505;ESPARRAGUERA, ESPAÑA
FORJADO CERÁMICO Y MATERIAL DE CONSTRUCCIÓN, S.L.;;info@forcemat.es;007150275;DE SENTMENAT A CALDES, KM. 1,5, 01978;SENTMENAT, ESPAÑA
FORMAC, S.A.;;;000266505;FUENTE EL FRESNO KM, 1,300, 00358;VILLARRUBIA DE LOS O, ESPAÑA
FORTES PROYECTOS INMOBILIARIOS, S.L.;;;000324041;Cº DEL MORAL, 14, 00048;ALBATANA, ESPAÑA
FR. MEYER'S SOHN GMBH & CO KG;;alvaro.rodriguez@fms-logistics.com;007823570;RODRIGUEZ MARIN, 88, 02572;MADRID, ESPAÑA
FRANCAN, S.L.;;;008139149;MARCELO GOMEZ, 32, 01605;NAVALCARNERO, ESPAÑA
FRANCESC XAVIER CRESPO BLAZQUEZ;;xavierimerce@hotmail.com;000133110;MARINA, 35, 02442;LA GRANADELLA, ESPAÑA
FRANCISCA FERNANDEZ NIEVAS;;;000476016;MAESTRANZA, 12, 01530;HINOJOSA DE CALATRAVA, ESPAÑA
FRANCISCO APARICIO FERNANDEZ;;;000000000;LIBERTAD, 61, 02541;MAZARAMBROZ, ESPAÑA
FRANCISCO BANEGAS RODRIGUEZ, S.L.;;;967435390;PASEO DE LOS PLATANOS, 14, 00043;RIOPAR, ESPAÑA
FRANCISCO CARRASCO NOVILLO, S.A.;;;91-4731225;TORRES MIRANDA, 2  1º A, 00473;MADRID, ESPAÑA
FRANCISCO DEL PESO JIMENEZ;;;920-280004;ANDRES ALONSO, S/Nº, 00083;NAVALMORAL DE LA SIERRA, ESPAÑA
FRANCISCO FERNANDEZ GONZALEZ;;;979-772181;FRONTERA DE ARO, 9  1º, 01188;VENTA DE BAÑO, ESPAÑA
FRANCISCO GARCIA SAEZ;;;968-840538;RAMBLA DEL VALLE, 1, 01155;LA  ALBERCA, ESPAÑA
FRANCISCO GORBACHO LARIO;;;924-424265;PABLO NERUDA, 2, 00124;HIGUERA DE VARGAS, ESPAÑA
FRANCISCO JAVIER GONZALEZ RODRIGUEZ;;;000513675;ROMA, 5, 2º B, 02061;ILLESCAS, ESPAÑA
FRANCISCO JAVIER ROLDAN ROMERO;;;916580376;SEGOVIA, 4, 00894;PARACUELLOS DEL JARAMA, ESPAÑA
FRANCISCO JAVIER VAZQUEZ COTANO;;;000000000;PALOMAR, 64, 00136;BIENVENIDA, ESPAÑA
FRANCISCO JIMENEZ MARIN;;;924301658;CTRA. DE MADRID, KM. 338, 00170;MERIDA, ESPAÑA
FRANCISCO JOSE BELLO CAÑETE;;;004048921;RETORTILLO, 1 Y 3, 02074;PEÑAFLOR, ESPAÑA
FRANCISCO JOSE GOMEZ CRUZ;;;000000000;GABRIEL Y GALAN, 55, 02752;QUINTANA DE LA SEREN, ESPAÑA
FRANCISCO LAGO DIAZ;;;000000000;PALOMAR, 19, 01652;NOMBELA, ESPAÑA
FRANCISCO PAREJO, S.L.;;;924800346;ALEMANIA, 47, 00142;DON BENITO, ESPAÑA
FRANCISCO RUSSO, S.L.;;;000302389;DAMAS RESID. PARAISO, 2 ESC.-C   2º B, 01589;ZARAGOZA, ESPAÑA
FRANJASA, S.L.;;contabilidad@gepal.es;005263926;ASTURIAS, 01744;ALICANTE, ESPAÑA
FRAPA, S.L.;;;952-354253;AMADEO VIVES, 2, 01116;MALAGA, ESPAÑA
